workclass,occupation,gender,hours-per-week,marital-status,relationship,race,native-country,age,capital-gain,education,capital-loss,fnlwgt,income
4,4,1,40,4,1,4,39,35,0,12,0,102976,1
5,12,0,40,2,5,4,39,57,0,9,0,42959,1
4,9,0,40,4,2,4,26,21,0,1,0,256356,0
4,8,0,32,4,3,2,39,29,0,0,0,136277,0
4,4,1,40,2,0,4,39,36,0,15,0,284616,0
4,1,0,25,4,3,4,39,20,0,15,0,185554,0
4,4,1,40,2,0,4,39,51,0,9,0,138847,1
4,7,1,40,2,0,4,39,39,0,1,0,33487,0
4,4,1,50,2,0,4,39,36,5013,9,0,84306,0
6,10,1,70,2,0,4,39,40,99999,14,0,223881,1
4,4,1,50,2,0,4,39,61,0,11,0,149653,0
4,10,1,60,2,0,4,39,38,0,14,0,348739,0
0,0,1,35,4,3,4,39,20,0,15,0,235442,0
4,8,0,35,5,3,4,39,21,0,11,0,34506,0
4,13,0,40,0,4,4,39,40,0,11,0,346964,0
4,3,1,45,2,0,4,39,46,0,0,0,192208,0
4,3,1,54,2,0,4,39,21,0,15,0,305874,0
6,14,1,50,2,0,2,39,35,0,0,0,462890,0
4,12,1,40,2,0,4,39,39,0,9,0,89508,0
6,3,1,60,2,0,4,39,38,0,11,0,200153,0
4,1,0,40,5,4,4,39,30,0,11,0,179446,0
4,7,1,40,4,4,3,26,28,0,6,0,208965,0
4,4,1,40,2,0,4,39,32,0,9,0,40142,1
6,3,1,40,2,0,4,39,46,0,8,0,57452,1
4,3,1,40,2,0,4,39,40,0,8,0,327573,0
4,7,0,40,2,5,2,39,47,15024,11,0,151267,1
4,14,1,40,2,0,4,39,44,0,0,0,265266,0
4,12,1,40,2,0,4,4,38,3464,11,0,203836,0
0,0,1,20,3,1,4,39,51,0,11,0,163998,1
6,5,1,40,2,0,4,39,46,0,9,0,28281,1
4,10,1,60,2,0,4,20,51,15024,10,0,293196,1
4,10,1,40,6,4,4,20,45,15020,10,0,214627,1
4,8,0,20,4,3,4,39,20,0,15,0,368852,0
4,10,1,45,2,0,4,39,44,0,9,0,353396,0
4,5,1,45,2,0,4,39,33,0,8,0,161745,0
4,8,0,30,4,3,4,39,18,0,11,0,97963,0
5,10,1,40,5,1,4,39,61,0,14,0,156542,1
7,4,0,40,4,1,4,39,50,0,9,0,198103,0
1,7,1,40,4,3,2,39,47,0,11,0,55377,0
4,4,1,50,2,0,4,39,34,0,9,0,173730,1
4,14,1,60,2,0,2,39,53,0,11,0,374588,0
6,3,1,40,2,0,4,39,39,0,15,0,174330,0
4,3,1,40,2,0,4,39,58,0,11,0,78141,1
0,0,1,18,2,0,2,39,66,0,11,0,190324,0
4,5,1,50,4,1,4,39,26,0,1,0,31350,0
4,1,1,40,2,0,4,26,41,0,4,0,243607,0
2,4,1,40,2,0,4,39,47,0,15,0,134671,0
4,7,1,40,2,0,0,39,31,0,8,0,197023,0
4,4,1,40,2,0,4,39,52,0,15,0,117674,1
4,12,1,50,2,0,4,39,29,0,7,0,169815,1
4,6,0,50,5,4,2,39,43,0,6,0,598606,0
1,4,1,40,2,0,4,39,42,0,12,0,122861,1
4,7,0,30,4,1,2,39,35,0,15,0,166235,0
4,7,1,40,2,0,4,39,41,2885,11,0,187821,0
4,12,1,60,2,0,4,39,34,7298,9,0,340940,1
6,3,1,40,2,0,4,39,52,0,15,0,194791,0
4,3,1,40,2,0,4,39,61,0,15,0,231323,0
2,4,1,40,5,4,4,39,39,0,11,0,305597,0
4,12,0,25,4,1,4,39,19,0,15,0,25429,0
7,4,1,40,2,0,4,39,46,7688,9,0,192779,1
4,4,1,45,4,1,4,39,39,0,15,0,346478,0
4,8,1,50,4,1,4,39,22,0,15,0,341368,0
7,1,0,40,5,1,4,39,30,0,11,0,295612,0
4,8,0,32,0,1,4,39,40,0,8,0,168936,0
4,10,1,40,3,1,4,39,43,3325,9,0,218558,0
4,5,1,36,2,0,4,26,37,0,4,0,336598,0
4,8,1,20,4,3,4,39,23,0,7,0,308205,0
2,10,1,59,0,1,4,39,39,0,7,0,357173,0
4,12,1,40,2,0,4,39,54,0,12,0,457237,0
5,12,1,60,2,0,4,39,46,0,15,0,284799,0
4,14,0,40,4,3,4,39,20,0,15,0,179423,0
6,13,0,50,2,5,4,39,50,0,9,0,363405,1
4,12,0,15,4,3,4,39,17,0,0,0,139183,0
4,7,1,40,2,0,4,39,36,0,11,0,203482,0
4,12,1,45,2,0,4,39,37,0,11,0,112554,0
4,8,0,38,0,1,4,39,53,0,11,0,99476,0
4,14,1,40,2,0,4,39,50,0,11,0,93690,1
4,3,1,40,2,0,4,39,38,0,11,0,220585,0
6,3,1,32,2,0,4,39,63,0,11,0,194638,0
4,3,1,50,2,0,4,39,53,0,11,0,154785,1
0,0,0,50,0,1,4,39,40,0,9,0,162108,0
5,10,1,50,4,1,4,39,23,0,15,0,214542,0
4,6,1,43,4,1,4,39,20,0,11,0,161922,0
4,3,1,40,2,0,2,39,46,0,15,0,207940,1
4,8,1,40,4,2,0,26,28,0,0,0,259351,0
4,10,1,50,0,1,4,39,59,0,12,0,208395,0
4,4,1,40,2,0,4,39,41,0,9,0,116391,1
4,5,1,40,2,0,4,26,33,0,13,0,239781,0
4,3,1,40,2,0,4,22,56,0,2,0,174351,0
6,12,1,55,2,0,4,8,50,15024,11,0,44368,1
2,4,0,50,4,1,4,39,31,0,9,0,188798,0
4,12,1,50,0,3,4,39,41,0,8,0,50122,0
4,10,0,40,2,5,4,39,38,7688,9,0,111398,1
7,1,0,40,4,3,4,39,25,0,7,0,152035,0
0,0,0,12,4,2,3,39,18,0,11,0,139003,0
2,10,0,40,0,4,2,39,49,0,9,0,249289,0
4,7,1,40,4,3,4,39,39,0,15,0,257726,0
0,0,0,20,4,3,4,39,22,0,15,0,113175,0
4,10,0,25,4,3,4,39,21,0,15,0,151158,0
4,12,1,40,2,0,4,39,35,0,9,0,465326,0
0,0,0,40,4,4,4,39,21,0,11,0,356772,0
4,3,1,40,2,0,4,39,38,0,11,0,364782,1
4,8,0,20,6,4,4,0,55,0,5,0,198385,0
4,14,1,55,0,1,4,39,31,0,11,0,329301,0
5,10,1,20,4,3,4,39,17,0,1,0,254859,0
4,1,1,50,2,0,4,39,31,7298,9,0,203488,1
2,10,1,40,4,1,4,39,25,0,9,0,222800,0
4,4,1,55,2,0,4,39,39,0,12,0,96452,1
4,7,1,40,2,0,4,39,50,0,5,0,170050,0
2,10,0,20,2,5,4,39,38,0,9,0,116580,1
4,12,1,60,2,0,4,39,50,0,15,0,400004,0
4,4,1,40,2,0,4,39,63,0,0,0,183608,0
4,14,1,50,2,0,4,39,31,0,11,0,194055,0
4,10,0,40,4,3,4,39,23,0,9,0,210443,0
4,8,1,20,4,3,4,39,18,0,15,0,43272,0
2,10,0,48,0,4,4,39,43,0,9,0,108945,0
4,4,1,50,2,0,4,39,34,0,15,0,114691,1
4,12,1,35,4,3,4,39,18,0,1,0,304169,0
4,7,1,40,2,0,2,39,46,4386,11,0,503923,1
4,12,0,40,4,4,4,39,35,0,9,0,340428,1
7,4,0,38,4,1,4,39,46,0,12,0,106705,0
4,13,1,40,2,0,4,39,59,7298,8,0,146391,1
4,6,0,30,4,1,4,32,31,0,5,0,235389,0
4,12,0,37,0,4,4,39,27,0,11,0,39665,0
4,10,1,40,2,0,4,9,41,0,12,0,113823,0
4,3,1,40,4,3,2,0,42,0,11,0,217826,0
4,4,1,40,2,0,4,39,55,0,9,0,349304,1
0,0,0,40,4,1,2,39,34,0,11,0,197688,0
4,7,0,40,4,1,4,39,44,0,11,0,54507,0
4,4,0,50,4,1,4,39,26,0,9,1669,117833,0
4,10,0,40,2,5,4,39,36,0,8,0,163396,1
4,8,1,35,2,0,4,39,69,1424,6,0,88566,0
4,1,0,40,4,4,4,39,33,0,15,0,323619,0
4,10,1,40,2,0,4,39,30,0,8,0,75755,0
4,8,0,16,2,5,4,39,35,0,11,0,148903,1
4,4,0,40,4,1,4,39,25,0,9,0,40915,1
4,8,1,40,4,3,2,0,21,0,15,0,182606,0
4,8,1,15,4,2,2,39,18,0,1,0,131033,0
6,3,1,60,2,0,4,39,35,0,15,0,168475,1
4,6,1,50,2,0,4,39,20,0,11,0,121568,0
4,10,1,40,2,0,4,39,26,5013,12,0,139098,0
4,13,1,40,2,0,4,39,46,0,9,0,357338,0
4,10,0,36,4,4,4,39,31,0,9,0,283268,0
4,3,1,40,2,0,4,26,40,5178,14,0,572751,1
4,4,0,52,0,4,4,39,40,0,11,625,315321,0
4,4,0,40,4,1,4,39,31,0,9,0,120461,0
6,4,1,40,2,0,4,39,32,0,10,0,65278,0
6,1,1,40,0,3,4,39,23,0,15,0,208503,0
2,11,1,40,4,1,4,39,25,0,12,0,112835,0
4,14,1,50,2,0,4,39,37,0,15,0,265038,0
4,12,0,20,4,3,4,39,18,0,15,0,89478,0
4,12,0,38,6,1,4,39,55,0,11,0,276229,0
4,3,0,40,0,4,4,5,52,0,6,0,366232,0
4,1,0,40,4,3,4,39,26,0,11,0,152035,0
4,13,1,40,4,1,4,39,37,0,15,0,205339,1
4,4,0,45,0,4,4,39,39,0,11,0,75995,0
6,10,0,40,0,1,4,39,62,0,9,0,192236,1
0,0,0,25,4,3,4,39,19,0,15,0,188618,0
4,3,1,45,2,0,4,39,47,0,11,0,229737,1
2,11,1,40,2,0,4,39,51,0,9,0,199688,1
4,8,0,40,0,4,4,39,55,0,11,0,52953,0
4,3,1,35,2,0,4,39,30,0,11,0,221043,0
1,3,1,36,2,0,4,39,59,0,15,0,115389,0
6,3,1,65,2,0,4,39,45,0,0,0,204205,0
4,4,1,45,2,0,4,39,52,15024,15,0,338816,1
4,6,1,20,4,3,4,39,21,0,11,0,197387,0
4,7,1,55,2,0,4,39,31,0,11,0,42485,0
4,1,1,40,4,3,2,39,29,0,15,0,367706,0
4,6,1,40,2,0,4,39,24,0,11,0,102493,0
4,8,1,24,4,3,4,39,17,0,0,0,263746,0
4,7,0,40,0,1,2,39,47,0,11,0,115358,0
4,12,1,50,2,0,4,39,46,0,15,0,189680,1
0,0,0,28,0,4,4,39,32,0,11,0,282622,0
4,5,1,44,4,1,4,0,34,0,0,0,127651,0
4,14,1,40,2,0,4,5,63,0,2,0,230823,0
4,8,1,25,4,3,4,39,21,0,15,0,300812,0
4,8,1,36,4,2,2,39,18,0,11,0,174732,0
7,4,1,50,2,0,4,39,49,0,10,0,183710,1
6,1,0,20,6,1,4,39,81,0,11,0,137018,0
5,4,1,40,2,0,4,39,36,0,7,0,213008,1
4,3,1,40,2,0,4,39,47,0,11,0,357848,1
4,12,1,50,2,0,4,39,36,0,12,0,165799,1
6,5,1,60,2,0,4,39,39,0,8,0,188571,0
4,12,0,35,4,1,4,39,46,0,9,0,97883,0
2,1,0,40,2,5,4,39,43,0,15,1902,105862,1
2,1,0,35,0,4,4,39,39,0,9,0,57424,0
4,12,0,40,5,1,4,39,29,0,15,0,151476,0
4,6,0,16,4,3,2,39,23,0,11,0,129583,0
4,3,1,43,2,0,4,39,57,0,0,0,180920,0
6,12,0,42,4,4,2,39,38,0,11,0,182416,0
4,12,0,40,4,3,4,39,25,0,9,0,251915,0
2,4,1,40,2,0,4,39,39,0,15,0,187127,0
4,12,1,40,4,1,2,23,24,0,15,0,69045,0
4,3,1,44,2,0,4,39,56,0,12,1977,192869,1
4,12,0,40,0,1,4,39,39,0,2,0,74163,0
4,12,0,60,4,4,4,39,23,0,8,0,60847,0
0,0,0,20,4,1,3,39,17,0,1,0,213055,0
6,4,0,16,0,1,4,39,67,3273,11,0,116057,0
4,1,1,50,4,1,1,39,41,0,9,0,82393,0
2,10,0,50,4,3,4,39,24,0,9,0,134181,0
4,4,1,40,0,1,2,39,51,10520,9,0,159910,1
5,8,0,60,0,1,4,39,30,0,11,0,117570,0
5,5,1,40,2,0,4,39,47,15024,11,0,214169,1
4,7,1,32,4,1,4,39,56,0,11,0,56331,0
4,3,1,38,0,1,4,39,51,0,11,0,35576,0
6,4,1,55,2,0,4,39,57,0,15,0,149168,0
4,8,0,40,0,4,4,39,34,0,15,0,157165,0
4,10,1,40,4,1,4,39,24,0,9,0,278130,0
4,7,1,40,2,0,4,39,57,0,11,0,257200,0
4,7,1,40,2,0,4,39,38,0,11,0,283122,1
4,13,0,40,4,1,4,39,23,0,11,0,580248,0
4,7,1,40,2,0,4,26,35,0,5,0,230054,0
4,3,1,52,2,0,4,39,58,0,11,0,519006,0
0,0,0,12,4,3,4,39,19,1055,11,0,37332,0
0,0,1,40,4,1,4,26,19,0,5,0,365871,0
7,10,1,60,2,0,4,39,68,0,10,2377,235882,1
4,4,1,40,2,0,4,39,43,0,15,1902,336513,1
4,8,0,20,4,3,4,39,17,0,1,0,115551,0
7,10,1,50,2,0,4,39,53,7688,10,0,50048,1
5,10,1,99,2,0,2,39,37,0,10,0,382802,1
0,0,1,25,4,1,1,0,21,0,9,0,180303,0
4,3,1,40,2,0,4,39,63,0,11,0,106023,1
4,14,1,50,3,4,4,39,31,0,15,0,332379,0
4,8,1,40,2,0,4,39,29,0,11,0,95465,0
2,11,1,40,2,0,4,39,43,0,15,1887,96102,1
4,10,0,65,4,1,4,39,27,0,14,0,36440,1
6,8,1,32,4,2,4,39,25,0,11,0,209384,0
4,10,0,40,4,1,4,39,28,0,11,0,50814,0
4,12,0,35,0,4,4,39,54,0,11,0,143865,0
0,0,0,12,6,1,4,39,74,0,15,0,104661,0
2,4,0,32,4,3,0,39,31,0,15,0,50442,0
4,13,1,48,4,1,4,39,23,0,15,0,236601,0
4,10,0,30,4,3,4,39,19,0,9,0,100999,0
0,0,0,20,6,1,4,8,39,0,13,0,362685,0
6,5,0,40,2,5,4,39,61,22040,11,0,32423,0
0,0,0,40,2,5,4,39,59,7688,11,0,154236,1
5,8,0,36,2,5,4,39,27,0,8,0,153546,1
4,1,0,20,4,3,2,39,19,0,15,0,182355,0
0,0,1,40,4,3,4,39,23,0,11,0,191444,0
2,1,0,35,0,1,0,39,25,0,11,0,44216,0
4,13,1,48,2,0,4,39,40,0,15,0,97688,1
4,8,0,37,0,1,4,39,53,0,1,0,209022,0
4,10,1,45,4,1,4,39,32,0,9,0,96016,0
6,10,1,25,2,0,4,39,72,0,10,2392,52138,1
4,14,1,40,2,0,4,39,61,0,5,0,159046,0
4,12,1,40,2,0,4,39,42,0,11,0,138634,0
4,8,0,20,4,3,0,39,17,1055,0,0,130125,0
4,14,1,16,2,0,4,2,73,0,11,0,247355,0
6,3,1,40,5,1,4,39,41,0,15,0,227065,0
4,7,0,20,4,3,2,23,23,0,15,0,244771,0
4,10,0,40,4,1,4,2,23,0,11,0,215616,0
4,1,1,15,2,0,4,39,65,0,8,0,386672,0
5,12,0,50,2,5,4,39,45,0,11,0,177543,0
1,13,1,40,2,0,2,39,52,7688,9,0,617021,1
2,1,0,27,4,3,2,39,24,0,9,0,117109,0
4,3,1,40,2,0,4,39,23,0,8,0,373550,0
4,13,0,40,0,3,4,39,30,0,15,0,19847,0
4,4,1,40,4,1,4,39,26,0,9,0,189590,0
6,5,1,56,0,4,4,39,37,0,11,0,58343,0
4,8,1,40,4,3,4,39,17,0,11,0,354201,0
4,12,1,40,2,0,4,39,31,0,11,0,119422,0
4,1,0,40,5,2,4,39,52,0,11,0,363405,0
4,12,1,27,4,1,4,39,63,0,9,0,181863,0
4,9,0,60,4,1,4,39,27,0,11,0,194472,0
4,7,1,40,2,0,4,26,31,3137,6,0,247328,0
6,1,0,35,6,1,4,39,71,0,11,0,130731,0
4,4,1,60,2,0,4,39,35,0,9,0,236910,0
4,1,0,38,2,5,4,39,44,0,11,0,378251,0
4,10,1,40,2,0,1,3,36,0,12,0,120760,0
4,4,0,20,4,2,4,39,22,0,9,0,203182,0
4,10,1,48,2,0,4,39,32,0,11,1485,130304,0
2,10,0,40,0,4,4,39,30,0,9,0,352542,0
0,0,1,40,2,0,4,39,60,0,11,0,191024,0
4,1,0,40,4,3,4,39,25,0,15,0,197728,0
4,11,0,12,6,1,4,39,76,0,5,0,316185,0
4,3,1,40,0,1,4,39,41,0,11,0,89226,0
4,7,1,40,2,0,3,39,26,0,5,0,292353,0
4,7,1,40,2,0,1,0,45,0,2,0,304570,0
4,1,0,40,0,4,4,39,32,0,15,0,180296,0
4,3,1,40,4,1,4,39,22,0,11,0,361487,0
4,12,1,40,2,0,4,39,39,0,9,1848,218490,1
6,14,1,40,4,1,4,39,63,0,9,0,231777,0
4,14,0,40,4,4,4,39,23,0,7,0,189832,0
4,7,1,40,2,0,4,39,61,0,0,0,232308,0
7,3,1,40,2,0,4,39,31,0,8,0,33308,0
4,7,1,45,2,0,4,39,25,0,6,0,333677,0
4,8,0,40,4,3,4,39,33,1055,11,0,170651,0
4,12,0,36,2,5,4,39,39,0,11,0,343403,0
4,7,0,40,2,5,1,3,53,0,9,0,166386,0
1,4,0,40,4,1,4,39,26,0,9,0,48099,0
4,8,1,32,4,3,4,39,21,0,15,0,143062,0
4,1,1,40,4,3,2,39,18,0,11,0,104704,0
4,4,1,60,2,0,4,39,34,15024,9,0,30497,1
7,10,1,40,2,0,2,39,44,7688,12,0,174325,1
4,3,1,50,0,3,4,39,31,0,11,0,286675,0
4,14,1,40,2,0,4,39,44,0,11,0,59474,1
4,10,1,60,2,0,4,39,42,0,14,1902,378384,1
4,7,1,44,2,0,4,26,43,0,11,0,245842,0
4,8,1,38,2,0,1,39,33,7688,9,0,274222,1
4,12,0,30,4,3,2,39,21,0,15,0,342575,0
4,6,1,40,2,0,4,39,30,0,11,0,206051,1
4,14,1,60,2,0,4,39,55,0,11,0,234213,0
4,1,0,40,4,1,4,39,57,0,15,0,145189,0
4,5,1,50,4,1,4,39,37,0,11,0,233490,0
4,7,1,40,2,0,4,39,32,0,11,0,344129,1
6,10,1,60,2,0,4,39,62,0,9,0,171315,1
6,12,1,40,4,1,2,39,31,0,9,0,181485,1
4,4,1,50,2,0,4,10,51,0,9,0,255412,1
4,4,0,45,0,4,4,39,37,0,12,213,262409,0
4,14,1,38,2,0,4,26,45,0,4,0,199590,0
4,7,1,40,2,0,4,39,47,0,15,0,84726,0
0,0,1,75,0,3,4,39,31,0,11,0,226883,0
6,4,1,30,2,0,4,39,75,0,1,0,184335,0
4,10,1,50,2,0,3,39,43,0,12,0,102025,0
4,3,1,60,2,0,4,11,39,7688,7,0,183898,1
4,10,1,40,2,0,4,39,30,0,9,0,55291,1
4,6,1,40,4,2,4,13,27,0,4,0,150025,0
4,7,1,40,2,0,0,39,44,0,11,0,100584,0
2,10,0,35,0,1,4,39,53,0,12,0,181755,1
4,1,1,40,2,0,4,39,40,0,9,0,150528,0
4,12,0,20,4,3,4,39,18,0,1,0,107277,0
4,11,1,40,2,0,2,9,33,0,9,0,247205,0
4,12,1,40,4,3,4,39,20,0,11,0,291979,0
4,4,1,50,2,0,2,39,38,0,15,0,270985,0
4,1,0,35,0,1,4,39,48,0,11,0,62605,0
6,4,1,40,2,0,4,39,46,0,11,0,176863,0
4,3,1,40,2,0,4,39,51,0,11,0,53197,0
6,8,0,30,4,2,4,39,35,0,11,0,267776,0
4,6,1,40,4,2,4,26,24,0,5,0,308205,0
4,6,1,50,0,1,4,39,30,0,15,0,306383,0
4,4,1,30,2,0,4,39,70,0,11,0,35494,0
4,14,1,44,2,0,4,39,26,0,11,0,291968,0
4,3,1,40,2,0,4,39,34,0,11,1672,80933,0
4,3,1,40,2,0,4,39,46,0,11,0,271828,1
4,1,0,5,2,5,4,39,70,0,11,0,121993,0
2,8,1,40,2,0,4,39,37,0,15,0,31023,0
6,12,0,35,0,4,4,39,36,0,15,0,36425,0
4,7,0,40,4,2,4,26,23,0,6,0,407684,0
4,12,1,40,2,0,4,39,28,0,11,1628,241895,0
6,4,1,50,2,0,4,39,44,0,15,0,158555,1
4,7,1,30,0,1,4,39,58,3325,11,0,140363,0
4,4,1,60,2,0,4,39,53,0,15,0,123429,1
4,6,1,40,2,0,4,39,23,0,15,0,40060,0
4,3,1,40,4,1,2,39,26,0,11,0,290286,0
0,0,1,40,2,0,4,39,21,0,15,0,249271,0
2,10,0,50,0,1,4,39,34,0,12,0,106169,0
4,3,1,40,2,0,4,39,43,0,1,0,76487,0
4,8,1,20,4,2,2,39,22,0,15,0,437994,0
4,3,1,50,2,0,0,39,41,7298,15,0,113555,1
4,1,1,40,2,0,1,40,36,0,11,0,160120,0
2,10,0,20,2,5,4,39,41,0,9,1740,343079,0
4,1,1,40,4,1,4,39,27,4416,11,0,406662,0
6,5,1,60,2,0,4,39,42,0,15,0,37618,0
4,1,0,35,4,3,4,39,27,0,8,0,114158,0
4,11,1,40,0,3,4,39,41,0,11,0,115562,0
4,4,0,40,2,2,1,3,32,0,9,0,353994,1
4,1,1,20,4,3,1,39,21,0,15,0,344891,0
4,4,1,50,2,0,2,39,44,0,9,0,286750,1
4,4,1,40,4,3,4,39,29,0,9,0,194197,0
6,8,0,22,4,3,4,39,19,0,15,0,206599,0
2,1,1,40,4,3,4,13,21,0,15,0,596776,0
4,14,1,40,2,0,4,39,46,0,11,0,56841,0
4,4,1,55,2,0,4,39,38,0,9,0,112561,1
4,1,1,48,4,4,4,39,43,0,15,0,147110,1
5,12,1,50,2,0,4,39,54,0,11,0,175339,1
4,4,1,60,2,0,4,39,38,0,12,1977,234901,1
0,0,1,40,4,3,4,39,18,0,15,0,298133,0
4,1,0,40,2,5,4,39,50,0,11,0,217083,1
4,10,0,36,2,5,4,39,30,0,8,0,97757,1
4,3,1,40,2,0,4,39,30,0,6,0,151868,0
2,4,0,35,4,4,0,39,28,0,11,0,25864,0
4,1,0,45,4,1,4,39,26,0,8,0,109419,0
1,3,1,43,2,0,4,39,37,0,15,0,203070,0
4,7,1,50,2,0,4,39,32,5178,11,0,107843,1
7,10,0,5,2,5,4,39,64,0,12,0,264544,1
4,12,0,28,4,3,4,39,18,0,11,0,148644,0
4,1,1,30,2,0,4,39,30,0,15,0,125762,0
0,0,0,8,2,5,4,39,36,3908,8,0,53606,0
4,8,1,30,4,2,2,39,18,0,1,0,193741,0
4,3,1,40,2,0,4,39,27,0,11,0,588905,0
4,8,1,40,2,0,4,39,49,0,6,0,115613,0
7,8,1,43,2,0,4,39,46,0,11,0,222374,1
4,1,1,40,2,0,4,39,37,0,11,0,185359,0
4,14,1,40,0,1,4,39,30,0,15,0,173647,0
4,10,0,30,0,1,3,11,29,0,11,0,31166,0
0,0,1,40,4,3,4,26,22,0,11,0,517995,0
6,5,1,30,2,0,4,39,25,0,11,0,189027,0
4,9,0,30,5,4,2,39,38,0,11,0,296125,0
0,0,0,40,0,4,4,39,32,0,9,0,640383,0
4,3,1,50,2,0,4,39,35,0,15,0,334291,0
4,1,1,80,2,0,4,39,56,0,12,0,318450,1
4,4,0,40,0,1,4,39,29,0,15,0,174163,0
4,13,1,40,2,0,4,39,41,0,11,0,119721,0
4,7,1,40,2,0,4,39,47,0,11,0,142719,0
4,1,0,40,4,1,1,39,23,0,9,0,162593,0
6,12,1,45,2,0,4,39,46,0,9,0,236852,1
2,11,1,40,4,2,2,39,28,0,11,1876,154863,0
4,1,0,20,0,4,4,39,39,0,9,0,168894,0
6,5,0,50,2,5,4,39,42,0,15,0,344920,0
4,14,1,48,2,0,4,39,39,7298,11,0,33355,1
0,0,1,30,2,0,4,39,68,0,5,0,196782,0
5,3,1,55,2,0,4,39,37,15024,9,0,291518,1
4,10,0,40,4,1,4,39,57,0,14,0,170244,0
4,8,0,30,4,1,2,39,22,0,15,0,369549,0
4,1,1,30,4,1,4,39,24,0,8,0,23438,1
4,6,1,50,4,3,4,39,19,0,15,0,202673,0
4,12,0,30,0,4,2,39,55,0,7,0,171780,0
2,11,1,40,2,0,4,39,37,0,11,0,264503,0
2,1,0,40,4,4,2,39,37,0,15,0,244341,0
4,8,1,50,2,0,4,39,28,0,9,0,209109,0
4,8,0,40,4,1,4,39,27,0,11,0,187392,0
7,10,0,20,4,4,4,39,40,0,9,0,119578,0
4,9,0,40,0,3,4,39,51,0,11,0,195105,0
4,14,1,56,2,0,4,39,52,0,8,0,101752,0
0,0,0,3,6,1,4,39,74,0,15,0,95825,0
5,4,1,50,2,0,4,39,49,15024,15,0,362654,1
0,0,0,40,4,3,4,39,20,0,15,0,29810,0
1,1,0,50,0,1,4,39,40,0,15,0,77332,0
4,10,1,60,4,1,4,39,80,0,15,1816,87518,0
4,11,1,40,2,0,4,39,63,0,15,0,113324,0
4,14,1,45,0,4,4,39,63,0,11,0,96299,1
4,1,0,40,0,4,4,39,51,0,15,0,237729,0
4,1,0,40,4,1,4,39,23,0,11,0,200973,0
6,3,1,20,6,1,4,39,66,0,11,0,212456,0
6,12,1,66,2,0,4,39,33,0,11,0,131568,0
4,3,1,43,2,0,4,39,49,0,11,0,185859,0
4,14,1,32,4,1,4,39,20,0,15,0,231981,0
5,4,1,60,2,0,4,39,33,0,7,1887,117963,1
4,11,1,40,1,0,4,39,26,0,15,0,78172,0
4,4,1,50,2,0,4,39,52,0,11,0,164135,1
4,4,1,50,2,0,4,39,33,0,9,0,171216,1
4,12,1,45,0,1,4,39,47,0,9,0,140664,0
4,4,1,75,4,3,2,39,23,0,11,0,249277,0
1,1,1,40,2,0,4,39,53,0,7,0,117847,0
4,8,1,20,4,3,4,39,19,0,15,0,52372,0
1,3,1,40,4,1,4,39,26,3325,15,0,95806,0
4,14,1,60,2,0,4,39,53,0,5,0,137428,1
4,7,1,10,4,1,4,39,65,0,11,0,169047,0
4,14,1,30,2,0,4,39,68,0,9,0,339168,0
4,12,1,18,4,2,4,13,30,0,0,0,504725,0
4,3,1,45,2,0,4,39,28,0,1,0,132870,0
2,11,1,45,2,0,4,39,54,0,0,0,135840,0
4,8,1,10,4,3,4,39,30,0,11,0,35644,0
4,1,1,50,4,3,4,39,22,0,15,0,198148,0
4,8,1,30,4,3,4,39,25,0,11,0,220098,0
4,8,1,20,4,2,4,39,19,0,1,0,262515,0
0,0,0,35,4,3,4,39,19,0,15,0,423863,0
1,10,1,40,2,0,4,39,32,0,14,0,111567,1
4,4,0,40,4,3,4,39,23,0,9,0,194096,0
2,10,1,45,2,0,4,39,51,0,9,0,420917,0
4,12,1,44,2,0,4,39,25,0,15,0,197871,1
2,10,0,40,4,1,2,39,46,0,9,0,253116,0
4,13,0,50,0,4,4,39,38,0,15,0,206535,0
7,11,1,40,2,0,1,39,26,0,11,0,70447,1
4,10,0,40,0,1,4,39,46,0,11,0,201217,0
4,10,0,40,4,1,4,39,25,0,9,0,209970,0
4,8,0,16,4,3,4,39,20,594,15,0,196745,0
2,10,1,35,2,2,4,39,29,0,12,0,175262,0
5,4,1,50,2,0,4,39,51,0,12,0,304955,1
4,3,1,52,2,0,4,39,40,0,15,0,181265,0
4,1,0,40,4,1,4,39,24,0,15,0,200973,0
6,5,1,50,4,4,4,39,24,0,9,0,37440,0
4,8,0,24,2,5,0,26,31,0,8,0,395170,0
0,0,0,30,0,1,4,39,54,0,11,0,32385,0
4,3,1,60,5,1,4,39,34,0,7,0,353213,0
4,5,1,66,4,3,4,39,19,0,15,0,38619,0
4,14,1,40,4,3,2,39,21,0,11,0,177711,0
4,5,1,70,2,0,4,39,21,0,0,0,190761,0
4,14,1,24,2,0,4,39,23,0,15,0,27776,0
1,3,1,40,4,1,4,39,37,0,15,0,470663,0
4,4,1,46,2,0,4,39,40,0,12,0,71738,1
4,8,1,30,2,0,4,39,57,0,11,0,74156,0
4,10,1,40,2,0,4,39,48,0,9,1485,202467,1
4,14,1,40,2,0,1,40,24,0,1,0,123983,0
4,10,1,40,2,0,4,39,43,0,15,0,193494,0
0,0,0,20,4,1,4,0,32,0,9,0,169886,0
4,8,0,40,4,1,4,39,40,0,11,0,130571,0
5,10,1,35,2,0,4,39,52,99999,14,0,90363,1
