age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
42,90693,0,0,70,5,9,2,4,0,4,1,39,0
45,285575,0,0,40,6,11,2,4,0,1,1,3,0
47,56482,7688,0,50,2,15,2,10,0,2,1,39,1
22,496025,0,0,40,4,15,2,7,0,4,1,26,0
33,382764,0,0,40,4,9,4,4,3,4,1,39,0
37,259284,0,0,50,4,11,4,14,1,2,1,39,0
48,185385,0,0,98,6,11,2,5,0,4,1,39,0
57,286836,0,0,8,6,0,2,3,0,4,1,39,0
47,139145,0,0,60,4,15,0,1,1,4,0,39,0
58,44246,0,0,40,2,6,2,14,0,4,1,39,0
55,169611,0,0,40,4,1,6,1,4,4,0,39,0
52,133403,0,0,55,4,15,2,3,0,4,1,39,0
29,187327,0,0,40,4,9,4,10,1,4,1,39,0
42,180032,0,0,40,4,12,4,10,1,4,0,39,0
23,46561,0,0,60,4,11,0,3,1,4,1,39,0
23,86065,0,0,30,4,2,4,8,1,4,0,39,0
46,256014,0,0,60,6,8,2,4,0,4,1,39,0
30,188403,0,0,40,4,15,4,7,1,4,1,39,0
43,396758,0,1887,70,6,9,2,10,5,4,0,39,1
25,60485,0,0,30,4,15,4,1,3,4,0,39,0
32,271276,0,0,80,4,11,2,14,0,4,1,39,1
56,229525,0,0,40,4,6,2,14,0,2,1,39,0
33,34574,0,0,43,4,11,2,14,0,4,1,39,0
19,112432,0,0,10,7,15,4,1,3,4,1,39,0
20,105312,0,0,18,4,15,4,12,3,4,0,39,0
34,221396,0,0,40,4,15,2,1,0,4,1,39,0
34,304872,0,0,40,4,6,0,8,4,4,0,39,0
55,319733,0,0,40,6,11,2,3,0,4,1,39,0
55,176012,0,0,23,4,6,2,13,5,4,0,39,0
31,213750,0,0,45,4,15,4,12,1,4,1,39,0
30,248384,0,0,40,4,11,0,8,4,4,0,39,0
31,351187,0,0,40,4,11,0,8,4,4,1,39,0
51,138179,0,1876,40,4,11,5,7,1,4,1,39,0
59,50223,0,0,40,4,11,2,3,0,4,1,39,0
58,117477,0,0,36,4,11,0,1,4,2,0,39,0
40,194360,0,0,40,4,6,2,6,0,4,1,39,0
54,118108,0,0,40,4,11,2,3,0,2,1,39,0
25,90730,0,1977,40,2,9,2,10,0,4,1,39,1
18,38307,0,0,30,5,1,4,5,3,4,1,39,0
41,116391,0,0,40,4,15,2,3,0,4,1,39,0
57,210496,0,0,40,4,0,6,8,4,4,0,39,0
37,168475,0,0,40,4,11,2,4,0,4,1,39,1
46,174386,0,0,24,4,11,4,8,4,4,0,39,0
39,166744,0,0,38,4,11,4,8,3,4,0,39,0
19,375114,0,0,40,4,11,4,3,1,4,0,39,0
41,373469,0,0,40,4,7,2,7,0,4,1,39,0
54,339667,0,0,41,4,11,4,1,1,4,1,39,0
39,91711,0,0,40,4,12,2,4,0,4,1,39,1
41,82049,0,0,40,4,11,2,3,0,4,1,39,1
26,236242,0,0,30,4,14,4,10,1,4,0,39,0
57,140319,0,0,50,5,11,2,1,0,4,1,39,0
33,34080,0,0,40,2,15,2,11,0,4,1,39,1
56,204816,0,0,40,4,15,2,4,0,4,1,39,1
60,187124,0,0,40,4,11,2,7,0,4,1,39,0
22,72310,0,0,70,4,11,4,14,1,4,1,39,0
58,175127,0,0,40,4,2,2,14,2,4,1,39,0
48,205707,10520,0,50,1,12,3,4,1,4,0,39,1
45,236586,7688,0,55,2,12,2,10,0,4,1,39,1
18,71792,0,0,40,4,11,4,12,3,1,0,39,0
56,87584,0,0,40,4,11,6,8,4,4,0,39,0
48,136878,0,0,60,5,11,2,3,0,4,1,39,1
40,287983,0,2258,48,4,9,4,13,1,1,0,30,0
38,110607,0,0,32,4,11,0,8,1,4,1,39,0
58,109015,0,0,40,4,15,0,1,4,4,0,39,0
23,235071,0,0,50,4,15,4,4,3,4,1,39,0
63,88653,0,0,40,4,15,2,10,0,4,1,0,0
51,332243,0,0,45,4,9,0,10,1,4,1,39,0
22,291547,0,0,40,0,4,2,0,5,3,0,26,0
44,45093,0,0,70,4,11,2,5,0,4,1,39,0
46,161337,0,0,40,1,15,0,13,1,4,1,39,0
64,211222,0,0,40,7,9,2,1,0,4,1,39,0
32,295117,0,0,40,4,9,2,4,0,2,1,9,1
31,206541,0,0,40,4,15,2,1,0,4,1,39,0
36,238415,0,0,50,4,8,2,12,0,4,1,39,1
21,29810,0,0,50,4,11,4,8,1,4,0,39,0
30,108023,0,0,40,4,15,2,3,0,4,1,39,0
31,114324,0,0,40,4,8,4,8,1,2,0,39,0
54,172281,0,2051,50,4,11,2,14,0,4,1,39,0
59,197290,0,0,40,2,6,2,8,0,4,1,39,0
28,191177,0,0,20,2,12,2,10,5,4,0,39,1
57,562558,0,0,40,4,11,0,1,4,4,0,39,0
44,79531,0,0,45,4,11,2,3,0,4,1,39,0
53,157881,0,0,60,5,15,0,4,1,4,1,39,0
58,204816,0,0,60,6,15,2,4,0,4,1,39,1
19,185695,0,0,20,4,15,4,8,3,4,0,39,0
39,167482,0,0,50,5,7,2,4,0,4,1,39,1
31,83748,0,0,70,5,15,2,4,5,1,0,35,0
27,39232,0,0,40,4,11,2,3,0,4,1,39,0
46,236827,0,0,40,2,6,5,8,4,2,0,39,0
37,154410,0,0,40,6,12,4,4,1,4,1,39,0
27,135308,0,0,40,4,9,4,12,1,2,0,39,0
33,204042,0,0,55,4,15,4,14,1,4,1,39,0
20,308239,0,0,16,4,15,4,8,3,4,1,39,0
55,183884,0,0,45,4,11,0,3,1,4,1,39,0
39,98948,0,0,40,4,7,4,12,1,4,0,39,0
41,141642,0,0,40,4,11,4,8,1,4,0,39,0
30,162623,0,0,40,4,9,4,10,1,4,0,39,0
39,186934,0,0,40,5,9,3,12,1,4,1,39,0
28,179512,0,0,50,4,11,5,4,4,4,0,39,0
25,391192,0,0,24,4,15,4,12,3,4,1,39,0
31,87054,0,0,50,4,11,2,3,0,4,1,39,0
51,30008,0,0,60,4,11,2,14,0,4,1,39,0
24,113466,0,0,40,4,9,4,1,3,4,1,39,0
70,642830,0,0,32,4,11,0,11,1,4,0,39,0
23,182117,0,0,40,4,15,4,1,3,4,1,39,0
61,162432,0,0,40,4,11,6,4,1,4,0,39,0
45,242184,0,0,55,6,5,2,4,0,4,1,39,1
47,170850,4064,0,60,4,11,2,6,0,4,1,39,0
56,435022,0,0,50,4,15,0,8,1,4,0,39,0
79,120707,20051,0,35,4,10,2,10,0,4,1,8,1
20,170800,0,0,15,4,15,4,1,3,4,0,39,0
30,268575,0,0,40,4,11,4,3,4,1,1,40,0
27,269354,0,0,25,4,9,2,12,0,4,1,0,0
40,224232,0,0,40,4,9,2,12,0,4,1,39,1
60,153072,0,0,5,0,11,2,0,0,4,1,39,0
58,177368,0,0,40,4,11,2,3,0,4,1,39,1
71,163293,0,0,2,6,14,2,5,0,4,1,39,0
50,178530,0,0,60,4,14,2,10,0,4,1,39,1
29,183523,0,0,40,2,15,4,4,1,4,1,20,0
33,207267,3418,0,35,4,0,5,8,4,4,0,39,0
60,27037,0,0,40,7,11,2,11,0,0,1,39,1
33,176711,0,0,50,4,7,4,1,1,4,1,39,0
43,163215,0,0,35,4,9,2,8,5,4,0,0,1
33,394727,0,0,40,4,0,4,6,4,2,1,39,0
33,195488,0,0,52,4,11,2,1,5,4,0,39,0
32,443546,0,0,45,7,11,2,11,0,4,1,39,0
21,121023,0,0,9,4,15,4,8,3,4,0,39,0
38,51838,0,0,40,4,11,2,10,5,4,0,39,0
38,258888,0,0,35,4,15,2,1,5,4,0,39,1
39,189385,0,0,30,7,15,5,4,4,2,0,39,0
17,198146,0,0,15,4,1,4,12,3,4,0,39,0
21,337766,0,0,40,4,15,2,1,0,4,1,39,0
42,210525,0,0,20,4,15,2,13,0,4,1,39,1
42,185602,0,0,40,4,11,2,4,5,4,0,39,1
36,173804,0,0,40,4,1,0,8,1,4,0,39,0
32,251243,0,0,50,4,15,0,4,1,4,0,39,1
37,415847,0,0,40,6,9,2,10,0,4,1,39,1
28,119793,0,0,40,4,9,4,12,1,4,1,39,0
37,181705,0,0,40,4,8,2,3,0,4,1,39,0
50,182360,0,0,60,4,11,5,10,4,3,0,33,0
49,61885,0,0,40,4,1,2,3,0,4,1,39,0
40,146520,0,0,40,4,12,2,4,0,4,1,39,1
40,323790,0,0,40,4,15,2,8,0,4,1,39,0
49,146268,0,0,40,4,15,2,3,0,4,1,39,0
35,287031,8614,0,40,1,12,4,4,1,4,1,39,1
33,292217,0,0,40,2,11,0,11,4,4,1,39,0
24,88126,0,0,40,4,11,4,3,1,4,1,39,0
41,143046,0,0,40,4,12,4,1,1,4,0,39,0
43,401623,0,0,40,4,15,2,13,0,2,1,23,1
36,283122,0,1902,60,6,11,2,5,0,4,1,39,1
84,155057,0,0,20,6,9,2,5,0,4,1,39,0
23,260254,0,0,40,4,11,4,12,3,4,1,39,0
41,152292,0,0,50,4,9,2,10,0,4,1,39,1
55,138594,0,1977,45,5,11,2,4,0,4,1,39,1
30,523095,0,0,45,6,15,4,3,1,4,1,39,0
46,175262,0,0,40,4,7,2,1,0,1,1,19,0
55,323706,0,1902,40,4,15,2,4,0,4,1,39,1
34,316470,0,0,40,4,15,4,1,1,4,1,39,0
54,163815,0,0,60,6,12,0,12,1,4,1,39,0
27,72208,0,0,40,4,15,4,1,3,2,1,39,0
52,74784,0,0,40,2,12,2,10,5,4,0,39,1
36,383518,99999,0,40,4,15,2,1,5,2,0,39,1
25,266668,0,0,40,6,11,4,10,1,4,1,39,0
52,347519,0,0,55,4,9,2,4,0,4,1,39,1
24,336088,0,0,50,4,11,0,4,1,0,0,39,0
36,190350,0,0,40,4,11,4,1,1,2,0,39,0
31,204052,0,0,40,4,11,2,6,0,4,1,39,0
66,31362,0,0,20,0,15,2,0,0,4,1,39,0
90,155981,10566,0,50,6,9,2,10,0,4,1,39,0
67,195161,20051,0,60,4,12,2,10,0,4,1,39,1
22,269583,2580,0,40,5,5,2,3,0,4,1,39,0
47,26994,0,0,35,4,15,0,1,1,4,0,39,0
32,116539,0,1887,55,4,9,2,4,0,4,1,39,1
55,189933,0,0,50,6,5,2,5,0,4,1,39,0
32,101283,0,0,35,4,11,4,6,1,4,0,39,0
48,113598,0,0,40,4,15,5,1,2,2,0,39,0
21,188793,0,0,35,4,11,2,12,0,3,1,39,0
33,109996,0,0,40,4,7,3,10,3,4,0,39,0
27,195681,0,0,48,4,15,4,10,1,4,0,0,0
47,436770,0,0,40,4,8,4,10,1,4,0,39,0
18,84253,0,0,24,4,1,4,8,3,4,0,39,0
44,383493,0,0,60,5,11,2,3,0,4,1,39,1
23,216867,0,0,37,4,15,4,3,3,4,1,26,0
18,401051,0,0,35,4,0,4,12,3,4,0,39,0
56,83196,0,0,50,4,11,2,4,0,4,1,39,0
24,325596,0,0,35,4,9,4,1,3,4,1,39,0
43,187322,0,0,40,4,9,2,3,0,4,1,39,1
23,193949,0,0,60,4,9,4,12,3,4,0,39,0
26,133373,0,0,42,4,15,4,12,3,4,1,39,0
42,113324,0,0,40,4,11,6,12,4,4,1,39,0
23,178818,0,0,40,4,11,4,1,1,4,0,39,0
53,152810,0,0,40,6,0,2,3,0,4,1,39,0
51,335997,4386,0,55,4,11,2,4,0,4,1,39,1
40,436493,0,0,25,4,11,4,8,3,4,1,39,0
27,704108,0,0,50,4,9,4,10,1,4,1,39,0
24,150084,0,0,60,2,15,5,11,1,4,1,39,0
42,341204,0,0,40,4,11,0,3,2,4,0,39,0
41,187336,0,0,40,4,11,5,1,4,4,0,39,0
23,204209,0,0,10,4,15,4,6,3,4,1,39,0
42,206066,0,0,65,6,12,2,10,0,4,1,39,0
38,63509,0,0,40,4,11,2,3,0,4,1,39,1
63,391121,0,0,30,6,5,2,5,0,4,1,39,0
31,56026,0,0,40,4,11,2,3,0,4,1,39,0
18,60981,0,0,4,6,1,4,8,3,4,0,39,0
21,228255,0,0,30,4,15,4,8,3,4,1,39,0
24,86745,0,0,40,4,9,2,10,2,1,0,30,0
55,234327,0,0,40,4,15,2,3,0,4,1,39,0
20,59948,114,0,20,4,6,4,1,4,2,0,39,0
31,137814,0,0,30,4,15,0,12,3,4,0,39,0
23,167692,0,0,20,4,15,4,1,3,4,0,39,0
35,245090,0,0,40,4,11,2,3,0,4,1,26,0
51,256963,0,0,60,6,15,2,12,0,4,1,39,0
19,160033,0,0,30,4,15,4,11,3,4,0,39,0
38,289430,0,0,56,2,11,0,11,1,4,1,39,0
52,305053,0,2051,40,2,11,2,3,0,4,1,39,0
70,172370,0,0,25,6,14,2,10,0,4,1,39,0
53,320510,0,0,40,4,0,0,3,1,4,1,39,0
59,171355,0,0,40,4,10,2,4,0,4,1,39,1
39,65027,0,0,43,4,15,2,14,0,4,1,39,0
18,215190,0,0,20,4,2,4,12,3,4,0,39,0
41,149385,0,0,30,0,11,4,0,1,4,0,39,0
19,169324,0,0,10,0,15,4,0,3,4,1,39,0
24,138938,0,0,40,4,15,0,1,1,4,0,39,0
25,557082,0,0,38,4,11,4,1,1,4,0,39,0
32,273287,0,0,40,4,15,4,4,1,2,1,23,0
34,77209,0,1902,60,6,11,2,12,0,4,1,39,1
35,317153,0,0,40,4,11,4,12,1,4,0,39,0
50,95469,7298,0,45,4,11,2,1,0,4,1,39,1
18,302859,0,0,20,4,11,4,12,3,4,1,39,0
37,333651,0,0,42,4,11,4,1,1,4,1,39,0
30,177596,0,0,36,4,15,4,8,4,4,0,39,0
40,157240,15024,0,30,5,12,2,4,5,4,0,20,1
22,184779,0,0,40,4,11,4,10,1,4,0,39,0
50,138358,0,0,28,2,15,5,8,4,2,0,39,0
70,176285,0,0,23,4,11,0,8,1,4,0,39,0
43,102180,0,0,40,4,12,2,10,0,4,1,39,1
77,209507,0,0,40,6,15,4,3,1,4,1,39,0
30,229741,0,0,40,6,11,2,3,0,4,1,39,0
33,324546,0,0,39,4,15,2,7,0,4,1,39,0
51,337195,0,1902,50,4,15,2,12,0,4,1,39,1
58,194068,0,1977,50,7,12,2,10,0,4,1,39,1
22,250647,0,0,12,4,15,4,1,3,4,1,39,0
33,477106,0,0,40,4,11,2,14,0,2,1,39,0
27,104329,0,0,40,4,1,2,12,0,4,1,39,0
35,224566,0,0,60,4,15,4,4,1,4,1,39,0
32,169841,0,0,55,4,15,0,12,1,4,0,39,0
41,42563,0,0,25,4,9,2,13,5,4,0,39,1
37,31368,0,0,40,4,15,2,3,0,4,1,39,0
17,132755,0,0,15,4,1,4,12,3,4,1,39,0
50,279129,0,0,55,4,9,0,4,1,4,1,39,1
31,86143,0,0,40,0,11,2,0,0,1,1,30,0
54,44172,0,0,38,7,11,5,4,4,4,0,39,0
23,93076,0,0,40,7,11,4,8,3,2,1,39,0
40,146653,0,0,20,4,9,0,1,4,4,0,39,0
29,221366,5013,0,40,4,9,2,10,0,4,1,11,0
38,189404,0,0,35,4,11,3,8,1,4,1,0,0
30,172304,0,0,55,4,8,2,4,0,4,1,39,0
20,116666,0,0,8,4,15,4,12,3,1,1,19,0
43,64112,0,0,50,6,15,2,5,0,4,1,39,0
25,55718,0,0,25,4,15,4,13,3,4,1,39,0
39,126675,0,0,50,4,12,2,12,0,4,1,39,1
48,102112,0,0,50,4,7,2,10,0,4,1,39,1
41,226505,0,0,40,6,11,0,8,4,4,0,39,0
24,211527,0,0,30,4,9,4,1,1,4,1,39,0
20,175069,0,0,40,4,15,4,1,3,4,1,41,0
25,25249,0,0,40,4,15,4,1,1,4,0,39,0
57,73411,0,0,40,4,15,2,3,0,4,1,39,1
39,207185,0,0,35,4,15,2,4,5,4,0,33,1
66,127139,0,0,40,4,9,2,10,0,4,1,39,1
34,41809,0,0,40,4,15,0,1,4,4,0,39,0
36,297449,14084,0,40,4,9,0,10,1,4,1,39,1
46,141483,0,0,40,4,11,2,12,5,4,0,39,0
42,117227,0,0,45,2,12,0,10,4,4,0,39,0
46,377401,0,1902,70,4,11,2,14,0,4,1,2,1
34,167063,0,0,40,2,11,4,11,3,4,1,39,0
43,253759,0,0,40,4,15,2,13,5,2,0,39,0
42,183096,0,0,40,4,15,0,4,3,4,0,39,0
31,269654,0,0,48,4,9,4,12,1,4,1,39,0
70,293076,0,0,30,0,15,2,0,0,4,1,39,0
32,34104,0,0,40,4,15,2,4,0,4,1,39,0
46,80057,0,0,40,1,11,2,1,0,4,1,11,1
42,369781,0,0,25,5,5,0,3,4,4,1,39,0
21,223811,0,0,40,4,8,4,4,3,4,1,39,0
24,163053,0,0,40,4,9,4,12,1,4,0,39,0
23,189461,0,0,55,4,11,4,12,2,4,1,39,0
50,145166,7298,0,40,2,12,2,10,0,4,1,39,1
37,86310,0,0,45,4,15,0,1,4,4,0,39,0
19,263224,0,0,30,0,1,4,0,4,4,0,39,0
44,280362,0,0,40,1,7,2,3,0,4,1,39,1
29,301031,0,0,40,4,11,2,14,0,2,1,39,0
30,74966,0,0,24,4,8,2,1,5,4,0,39,0
36,254493,0,0,44,4,15,2,12,0,4,1,39,0
49,204241,0,0,45,6,9,4,12,1,4,1,39,0
29,225024,0,0,40,4,11,0,3,1,4,1,39,0
45,148222,0,0,40,2,11,4,1,1,2,0,39,0
75,113868,0,0,20,7,10,2,10,0,2,1,39,1
42,132633,0,0,40,4,11,4,9,1,4,0,0,0
37,44780,0,0,40,4,7,0,4,1,4,0,39,0
51,86373,0,0,25,4,9,2,7,0,4,1,39,0
61,176753,0,0,48,2,11,2,5,0,4,1,39,0
33,164707,2174,0,55,4,7,4,4,4,4,0,0,0
50,370733,0,0,40,2,11,2,1,0,2,1,39,0
59,216851,0,0,40,4,11,4,7,1,4,1,39,0
25,137951,0,0,30,4,11,4,1,4,4,0,39,0
22,185279,0,0,16,4,11,4,6,3,4,1,39,0
56,159724,0,0,40,4,15,2,14,0,4,1,39,1
44,103233,0,0,40,4,9,4,1,4,2,0,39,0
35,63509,0,0,50,4,8,2,3,0,4,1,39,0
57,174353,0,0,40,4,11,4,4,1,4,1,39,0
47,168109,15024,0,50,6,11,2,5,0,4,1,39,1
27,159724,0,0,40,4,9,4,4,1,4,0,39,0
50,105010,0,2051,20,6,11,2,5,0,4,1,39,0
30,179112,0,0,40,4,9,4,10,3,2,1,0,0
46,364913,0,0,40,4,1,2,14,0,2,1,39,0
48,155664,0,0,60,5,14,2,10,0,4,1,39,1
61,230568,0,0,40,4,9,0,1,1,4,1,39,1
33,86492,0,0,87,4,11,4,14,1,4,1,39,0
40,71305,0,0,40,4,11,2,8,0,2,1,39,0
58,189933,0,0,65,5,15,2,4,0,4,1,39,1
46,191978,0,2392,50,5,12,2,4,0,4,1,39,1
35,38948,0,0,40,4,15,2,10,0,4,1,39,1
51,139127,0,0,50,5,15,0,4,4,4,0,39,0
37,301568,0,0,40,4,2,4,8,3,4,0,39,0
64,149044,0,2057,60,4,12,2,10,0,1,1,3,0
41,197344,0,0,54,4,11,4,3,1,4,1,39,0
18,32244,594,0,30,4,1,4,6,3,4,1,39,0
44,315406,0,0,88,6,1,2,5,0,4,1,39,0
41,47170,0,0,48,7,9,2,10,5,0,0,39,1
33,208785,10520,0,40,7,15,5,10,1,4,1,39,1
37,196338,0,0,16,4,6,5,9,4,4,0,26,0
34,269243,0,0,40,4,15,4,1,3,4,0,39,0
24,215115,0,0,40,1,9,4,13,3,4,0,0,0
20,117767,0,0,40,4,15,4,6,3,4,1,39,0
38,176101,0,0,40,4,9,2,4,0,4,1,39,0
28,138283,0,0,40,4,8,4,8,1,4,0,39,0
20,132320,0,0,45,6,11,4,14,3,4,1,39,0
22,471452,0,0,8,1,9,4,13,3,4,1,39,0
55,147653,0,0,73,4,9,0,1,4,4,0,39,0
20,49179,0,0,35,4,15,4,10,1,4,1,39,0
26,174921,0,0,40,4,9,4,10,1,4,0,39,0
20,95997,0,0,70,5,11,4,5,3,4,1,39,0
40,247245,0,0,40,4,6,0,8,1,4,0,39,0
33,67072,0,0,50,4,11,2,12,0,4,1,39,1
54,95329,0,0,50,0,15,0,0,3,4,1,39,0
24,107882,0,0,40,4,11,4,12,1,4,0,39,0
25,241825,0,0,46,4,15,4,4,3,4,1,39,0
18,79443,0,0,8,4,1,4,8,3,4,1,39,0
49,233059,0,0,60,6,11,2,3,0,4,1,39,0
17,226980,0,0,17,4,2,4,6,3,4,1,39,0
34,181087,0,0,45,6,8,2,3,0,4,1,39,0
37,305597,0,0,45,4,9,2,10,0,4,1,39,1
49,311671,0,0,40,1,15,2,4,0,4,1,39,1
74,129879,15831,0,40,4,11,6,1,1,4,0,39,1
37,83375,0,0,40,4,11,0,5,1,4,1,39,0
20,115824,0,1573,40,4,1,2,6,0,4,1,39,0
40,141657,0,0,35,4,11,2,4,5,4,0,39,1
34,50276,27828,0,40,4,9,4,12,1,4,1,39,1
30,177216,0,1740,40,4,14,2,10,0,2,1,14,0
44,228057,0,0,40,4,11,5,1,1,4,0,33,0
40,222848,0,0,32,4,0,2,8,5,2,0,39,0
58,121111,0,0,40,4,11,2,12,5,4,0,12,0
44,298885,0,0,40,4,11,2,3,0,4,1,39,0
42,149909,0,0,25,4,15,2,12,0,4,1,39,1
39,387430,0,0,18,4,11,4,8,1,4,1,39,0
19,121972,0,0,40,4,11,4,8,3,2,1,39,0
41,280167,15024,0,70,4,12,2,4,0,4,1,39,1
29,191355,0,0,40,7,12,4,10,1,4,1,39,0
34,112115,0,0,40,1,15,4,3,2,4,1,39,0
38,104094,0,0,15,0,15,2,0,0,4,1,39,0
27,211032,41310,0,24,4,13,2,5,2,4,1,26,0
54,199307,0,0,48,4,15,0,3,4,4,0,39,0
40,205175,0,0,37,4,11,6,7,4,2,0,39,0
19,257750,0,0,25,4,15,4,12,2,4,0,39,0
17,191260,594,0,10,4,1,4,8,3,4,1,39,0
33,342730,0,0,52,4,15,2,12,0,4,1,39,0
80,249983,0,0,24,4,5,6,8,1,4,0,39,0
24,161508,0,0,50,6,11,4,3,3,4,1,39,0
28,338376,0,0,40,4,9,4,10,3,4,1,39,0
55,334308,0,0,30,4,11,2,4,5,4,0,39,1
21,133471,0,0,40,4,15,4,4,3,4,1,39,0
51,129177,0,0,38,4,11,0,1,1,4,0,39,0
19,178811,0,0,40,4,11,4,7,3,2,0,39,0
42,178537,0,0,24,4,11,4,8,1,4,0,39,0
60,235535,0,0,48,6,11,2,4,0,4,1,39,0
20,298155,0,0,40,0,15,4,0,3,2,0,39,0
51,145114,0,0,40,4,11,0,1,1,4,0,39,0
21,194096,0,0,40,4,15,4,8,3,4,0,39,0
37,191779,0,0,40,7,15,2,3,0,4,1,39,0
26,159732,0,0,52,4,11,4,7,1,4,1,39,0
42,170230,14084,0,60,1,12,4,4,1,4,0,39,1
40,104719,0,0,40,4,15,2,6,0,4,1,39,0
55,163083,0,0,40,4,12,2,10,0,4,1,39,1
33,403552,0,0,32,4,11,4,8,1,2,1,39,0
62,218009,0,1977,60,4,11,2,14,0,4,1,39,1
47,179313,0,0,30,4,0,0,12,4,4,0,39,0
26,51961,0,0,51,4,2,4,12,2,2,1,39,0
59,426001,0,0,20,4,11,3,1,4,4,0,33,0
70,176493,0,0,17,2,15,6,1,1,4,0,39,0
26,124068,0,0,20,4,15,4,1,1,4,0,39,0
47,108510,0,0,65,4,0,2,12,0,4,1,39,0
25,181528,0,0,43,4,12,4,4,1,4,0,39,0
52,173754,15024,0,60,5,14,2,10,0,4,1,39,1
46,169699,0,0,40,4,11,2,3,0,4,1,39,0
67,126849,0,0,20,4,0,2,14,0,0,1,39,0
34,204470,0,0,50,4,12,2,4,0,4,1,39,1
53,116367,4650,0,40,7,15,0,1,2,4,0,39,0
22,117363,0,0,35,4,9,4,1,1,4,0,39,0
39,106297,0,0,42,2,11,0,1,3,4,1,39,0
54,108933,0,0,35,6,11,2,3,0,4,1,39,0
24,190143,0,0,40,4,9,2,12,0,4,1,39,0
37,246677,0,0,38,4,11,5,10,4,4,0,39,0
38,175360,0,2559,90,4,0,4,10,1,4,1,39,1
41,210259,0,0,40,2,12,4,10,1,2,0,39,0
36,166304,0,0,33,4,11,2,14,0,4,1,39,0
43,303051,15024,0,40,4,8,2,4,0,4,1,39,1
39,49308,0,0,40,4,9,0,10,1,4,1,39,0
26,192262,0,0,45,4,9,4,12,3,4,1,39,0
49,192349,4650,0,40,2,12,4,10,1,4,0,39,0
37,48063,0,0,55,6,9,2,10,0,4,1,39,1
43,170214,0,0,50,4,15,2,4,0,4,1,39,1
54,51048,0,0,40,1,11,2,10,0,4,1,39,1
53,246562,0,0,40,5,4,2,12,0,4,1,26,1
57,215175,0,0,60,2,12,2,10,0,4,1,39,0
28,114967,0,0,40,4,9,2,10,0,4,1,39,1
29,464536,0,0,40,4,9,2,8,0,4,1,39,0
21,451996,0,0,40,4,11,4,12,3,4,1,39,0
51,138852,0,0,40,4,11,2,3,0,4,1,39,0
46,353012,0,0,40,7,11,2,14,0,4,1,39,0
50,321822,0,0,75,5,14,2,10,0,4,1,39,1
50,324506,0,0,48,6,11,6,4,4,1,0,35,0
36,162256,0,0,40,4,11,0,4,4,4,0,39,0
31,356689,0,0,40,2,9,2,10,0,4,1,39,0
20,260199,0,0,10,4,11,4,1,3,4,0,39,0
36,103605,0,0,40,4,11,2,6,0,4,1,39,0
38,316211,0,0,40,4,11,0,3,3,4,1,39,0
37,308691,0,0,45,4,9,2,3,0,4,1,39,1
39,194404,7688,0,40,4,12,2,10,0,4,1,39,1
18,334427,0,0,36,4,0,4,5,3,4,1,39,0
33,213226,0,0,50,4,11,0,12,1,4,1,39,0
35,342824,1151,0,40,4,11,4,13,1,4,0,39,0
23,33105,0,0,40,4,15,4,6,3,0,1,39,0
37,147638,0,0,36,4,9,5,8,4,1,0,30,0
25,315643,0,0,30,4,11,2,8,0,4,1,39,0
51,106257,0,0,40,1,7,2,13,0,2,1,39,0
35,342768,0,0,40,4,11,2,3,0,4,1,39,0
54,108960,0,0,40,4,1,2,7,0,4,1,39,0
66,168071,0,0,30,0,11,2,0,0,4,1,39,0
32,136935,0,0,13,4,11,4,8,4,2,0,39,0
37,188774,0,0,55,6,9,4,11,1,4,1,39,1
29,280344,0,0,40,4,9,2,12,0,4,1,39,1
45,202496,0,0,37,4,9,2,6,0,4,1,39,0
61,134768,0,0,40,5,15,2,12,0,4,1,39,0
40,175686,0,0,40,4,15,0,1,4,4,0,39,0
24,194748,0,0,49,4,11,4,14,1,4,0,39,0
49,61307,0,0,38,4,5,2,7,0,3,1,39,0
51,165001,25236,0,50,6,12,0,4,4,4,1,39,1
34,325658,0,0,40,4,11,2,14,0,4,1,39,0
28,201844,0,0,40,0,11,5,0,4,4,0,26,0
20,505980,0,0,40,4,15,4,12,3,4,1,39,0
30,185336,0,0,37,4,15,0,1,4,2,0,39,0
49,362795,99999,0,80,5,12,0,10,4,4,1,26,1
26,126829,0,0,40,4,15,4,12,1,4,1,39,0
63,264600,0,0,45,4,0,2,1,0,4,1,39,0
36,82743,0,0,55,4,7,4,14,1,4,1,20,0
63,125178,0,0,40,6,9,2,10,0,4,1,39,1
22,128487,0,0,10,4,11,4,1,1,4,0,39,0
40,321758,0,0,40,4,11,2,12,0,4,1,39,1
31,128220,0,0,35,4,5,6,1,1,4,0,39,0
49,176814,0,0,50,4,15,2,3,0,4,1,2,0
35,188069,13550,0,55,4,12,4,10,1,4,1,0,1
23,156423,0,0,20,7,9,4,10,3,4,0,39,0
25,169905,27828,0,40,4,8,4,12,1,4,1,39,1
34,157289,0,0,40,0,11,2,0,0,4,1,39,0
28,176972,0,0,45,4,9,2,3,0,4,1,39,1
44,171424,0,2205,35,6,15,0,7,1,4,1,39,0
33,91811,0,0,40,4,11,5,14,1,4,1,39,0
21,203924,2597,0,45,4,15,4,1,1,4,1,39,0
55,177484,0,1672,40,4,1,2,8,0,2,1,39,0
